ID,ชนิด,รหัสสินค้า,"GTIN, UPC, EAN, or ISBN",ชื่อ,เผยแพร่แล้ว,เป็นรายการเด่นหรือไม่,การมองเห็นในแค็ตตาล็อก,คำอธิบายแบบย่อ,คำอธิบาย,วันเริ่มต้นลดราคา,วันสิ้นสุดการลดราคา,สถานะภาษี,กลุ่มภาษี,มีสินค้าในคลังสินค้า?,คลังสินค้า,สินค้าคงคลังเหลือน้อย,อนุญาตให้จองสินค้าหรือไม่,"จำกัดการขายแค่ 1 ชิ้นหรือไม่?","น้ำหนัก (กก.)","ยาว (เซนติเมตร)","กว้าง (เซนติเมตร)","สูง (เซนติเมตร)",เปิดให้ผู้ใช้รีวิวสินค้า?,บันทึกในการสั่งซื้อ,ราคาที่ลด,ราคาปกติ,หมวดหมู่,ป้ายกำกับ,ประเภทการจัดส่ง,ไฟล์รูปภาพ,ลิมิตจำนวนดาวน์โหลด,วันหมดอายุดาวน์โหลด,หลัก,สินค้ากลุ่ม,Up-sells,Cross-sells,"URL ภายนอก",ข้อความของปุ่ม,ตำแหน่ง,แบรนด์,"Product Swatch Type","Product Swatch Type Options","Product Brands","ชื่อคุณสมบัติ 1","ค่าคุณสมบัติ 1 ","คุณสมบัติภายนอกที่เห็นได้ 1","คุณสมบัติทั่วไป 1"
\n
\n• สินค้าดีมีคุณภาพ ไม่มีไม่ติดๆดับๆ
\n
\n• ใช้งานได้ง่าย
\n
\n• ทนทานต่อความร้อนได้ดี
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,,,,,0,,,,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > RCA, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,"https://sahakhun.com/wp-content/uploads/2024/11/912R07S-mix.jpg, https://sahakhun.com/wp-content/uploads/2024/11/912R07S-1.jpg, https://sahakhun.com/wp-content/uploads/2024/11/912R07S-2.jpg",,,,,,,,,0,,"a:1:{s:32:""70dda5dfb8053dc6d1c492574bce9bfd"";a:3:{s:12:""display_type"";s:7:""default"";s:13:""display_label"";s:7:""default"";s:12:""display_size"";s:7:""default"";}}","a:1:{s:32:""70dda5dfb8053dc6d1c492574bce9bfd"";a:3:{s:32:""915862978eeaa6586512d4ba65509183"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""57fa232e251d38437bc4f488b2e33170"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""3dcf9f3e965adb4d802f524a5c8bd846"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}}}",,Color,"ตัวยาว/สีดำ, ตัวสั้น/ดำ, ตัวสั้น/แดง",1,0
3425,variable,912R06,,"แจ๊ค RCA หัว-ท้าย คู่",1,0,visible,,"รายละเอียดสินค้า
\n
\n• สินค้าดีมีคุณภาพ ไม่มีไม่ติดๆดับๆ
\n
\n• ใช้งานได้ง่าย
\n
\n• ทนทานต่อความร้อนได้ดี
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,0.1,10,10,1,0,,,,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > RCA, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,"https://sahakhun.com/wp-content/uploads/2024/11/912R06-mix.jpg, https://sahakhun.com/wp-content/uploads/2024/11/912R06-.jpg, https://sahakhun.com/wp-content/uploads/2024/11/912R06-1.jpg",,,,,,,,,0,,,,,Color,"ดำ, แดง",1,0
3429,variable,912R05,,"แจ๊ค RCA หัว-ท้าย 3 ทาง",1,0,visible,,"รายละเอียดสินค้า
\n
\n• สินค้าดีมีคุณภาพ ไม่มีไม่ติดๆดับๆ
\n
\n• ใช้งานได้ง่าย
\n
\n• ทนทานต่อความร้อนได้ดี
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,0.1,10,10,1,0,,,,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > RCA, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,"https://sahakhun.com/wp-content/uploads/2024/11/912R05-mix.jpg, https://sahakhun.com/wp-content/uploads/2024/11/912R05-1.jpg, https://sahakhun.com/wp-content/uploads/2024/11/912R05-2.jpg",,,,,,,,,0,,,,,Color,"ดำ, แดง",1,0
3438,simple,912R04,,"แจ๊ค RCA ท้าย แจ๊ค RCA 2 ทาง",1,0,visible,,"รายละเอียดสินค้า
\n
\n• สินค้าดีมีคุณภาพ ไม่มีไม่ติดๆดับๆ
\n
\n• ใช้งานได้ง่าย
\n
\n• ทนทานต่อความร้อนได้ดี
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,0.1,10,10,1,0,,,14,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > RCA, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,https://sahakhun.com/wp-content/uploads/2024/11/912R04.jpg,,,,,,,,,0,,,,,,,,
3519,variable,912R104,,"แจ๊ค RCA 1 รู ติดแท่นเหล็กสีทอง",1,0,visible,,"รายละเอียดสินค้า
\n
\n• สินค้าดีมีคุณภาพ ไม่มีไม่ติดๆดับๆ
\n
\n• ใช้งานได้ง่าย
\n
\n• ทนทานต่อความร้อนได้ดี
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,0.1,10,10,1,0,,,,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > RCA, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,"https://sahakhun.com/wp-content/uploads/2024/11/912R104-mix.jpg, https://sahakhun.com/wp-content/uploads/2024/11/912R104-1.jpg, https://sahakhun.com/wp-content/uploads/2024/11/912R104-2.jpg, https://sahakhun.com/wp-content/uploads/2024/11/912R104-3.jpg, https://sahakhun.com/wp-content/uploads/2024/11/912R104-4.jpg",,,,,,,,,0,,"a:1:{s:32:""70dda5dfb8053dc6d1c492574bce9bfd"";a:3:{s:12:""display_type"";s:7:""default"";s:13:""display_label"";s:7:""default"";s:12:""display_size"";s:7:""default"";}}","a:1:{s:32:""70dda5dfb8053dc6d1c492574bce9bfd"";a:4:{s:32:""b81fe9f793d902ce20c2aa39625e8510"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""0cbc23770b44cf83f973c7a729c838ff"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""4972a1bacb578569be3b7ee299bed5e9"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""16d17b29c16011a657736530fd97597f"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}}}",,Color,"คาดสีดำ, คาดสีแดง, คาดสีขาว, คาดสีเหลือง",1,0
3525,simple,912R202,,"แจ๊ค RCA 2 รู ติดแท่นลงปริ๊นท์ สีดำ",1,0,visible,,"รายละเอียดสินค้า
\n
\n• สินค้าดีมีคุณภาพ ไม่มีไม่ติดๆดับๆ
\n
\n• ใช้งานได้ง่าย
\n
\n• ทนทานต่อความร้อนได้ดี
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,0.1,10,10,1,0,,,6,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > RCA, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,https://sahakhun.com/wp-content/uploads/2024/11/912R202.jpg,,,,,,,,,0,,,,,,,,
3527,simple,912R301,,"แจ๊ค RCA 3 รู ติดแท่นลงปริ๊นท์",1,0,visible,,"รายละเอียดสินค้า
\n
\n• สินค้าดีมีคุณภาพ ไม่มีไม่ติดๆดับๆ
\n
\n• ใช้งานได้ง่าย
\n
\n• ทนทานต่อความร้อนได้ดี
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,,,,,0,,,1500,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > RCA, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,https://sahakhun.com/wp-content/uploads/2024/11/912R301.jpg,,,,,,,,,0,,,,,,,,
3529,simple,912R403,,"แจ๊ค RCA 4 รู ติดแท่นลงปริ๊นท์ สีดำ",1,0,visible,,"รายละเอียดสินค้า
\n
\n• สินค้าดีมีคุณภาพ ไม่มีไม่ติดๆดับๆ
\n
\n• ใช้งานได้ง่าย
\n
\n• ทนทานต่อความร้อนได้ดี
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,0,,,0,0,0.1,10,10,1,0,,,8,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > RCA, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,https://sahakhun.com/wp-content/uploads/2024/11/912R403.jpg,,,,,,,,,0,,,,,,,,
3531,simple,912R602,,"แจ๊ค RCA 6 รู ติดแท่นลงปริ๊นท์ สีดำ",1,0,visible,,"รายละเอียดสินค้า
\n
\n• สินค้าดีมีคุณภาพ ไม่มีไม่ติดๆดับๆ
\n
\n• ใช้งานได้ง่าย
\n
\n• ทนทานต่อความร้อนได้ดี
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,0.1,10,10,1,0,,,10,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > RCA, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,https://sahakhun.com/wp-content/uploads/2024/11/912R602.jpg,,,,,,,,,0,,,,,,,,
3539,simple,911C07BK,,"ปลั๊กแคนนอน ท้ายยางดำ MITSUMI",1,0,visible,,"รายละเอียดสินค้า
\n
\n• สินค้าดีมีคุณภาพ ไม่มีไม่ติดๆดับๆ
\n
\n• ใช้งานได้ง่าย
\n
\n• ทนทานต่อความร้อนได้ดี
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,2000,,0,0,0.1,10,10,1,0,,,32,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > CANNON / XLR, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,https://sahakhun.com/wp-content/uploads/2024/11/911C07.jpg,,,,,,,,,0,,,,,,,,
3542,simple,911C07EX,,"ปลั๊กแคนนอน ท้ายยางดำ(อย่างดี) MITSUMI EXTRA",1,0,visible,,"รายละเอียดสินค้า
\n
\n• สินค้าดีมีคุณภาพ ไม่มีไม่ติดๆดับๆ
\n
\n• ใช้งานได้ง่าย
\n
\n• ทนทานต่อความร้อนได้ดี
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,0.1,10,10,1,0,,,44,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > CANNON / XLR, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,https://sahakhun.com/wp-content/uploads/2024/11/911C07EX.jpg,,,,,,,,,0,,,,,,,,
3545,variable,911C15EX,,"ปลั๊กแคนนอน แกนทอง (อย่างดี) MITSUMI EXTRA C15-EX สีดำ",1,0,visible,,"รายละเอียดสินค้า
\n
\n• สินค้าดีมีคุณภาพ ไม่มีไม่ติดๆดับๆ
\n
\n• ใช้งานได้ง่าย
\n
\n• ทนทานต่อความร้อนได้ดี
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,,,,,0,,,,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > CANNON / XLR, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,"https://sahakhun.com/wp-content/uploads/2024/11/911C15EX-mix.jpg, https://sahakhun.com/wp-content/uploads/2024/11/911C15EX-1.jpg, https://sahakhun.com/wp-content/uploads/2024/11/911C15EX-2.jpg, https://sahakhun.com/wp-content/uploads/2024/11/911C15EX-3.jpg, https://sahakhun.com/wp-content/uploads/2024/11/911C15EX-4.jpg, https://sahakhun.com/wp-content/uploads/2024/11/911C15EX-5.jpg",,,,,,,,,0,,,,,Color,"ส้ม, เหลือง, เขียว, น้ำเงิน, ดำ",1,0
3552,variable,911C16EX,,"ปลั๊กแคนนอน แกนทอง (อย่างดี) MITSUMI EXTRA C16-EX",1,0,visible,,"รายละเอียดสินค้า
\n
\n• สินค้าดีมีคุณภาพ ไม่มีไม่ติดๆดับๆ
\n
\n• ใช้งานได้ง่าย
\n
\n• ทนทานต่อความร้อนได้ดี
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,0.1,10,10,1,0,,,,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > CANNON / XLR, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,"https://sahakhun.com/wp-content/uploads/2024/11/911C16EX-mix.jpg, https://sahakhun.com/wp-content/uploads/2024/11/911C16EX-1.jpg, https://sahakhun.com/wp-content/uploads/2024/11/911C16EX-2.jpg, https://sahakhun.com/wp-content/uploads/2024/11/911C16EX-3.jpg, https://sahakhun.com/wp-content/uploads/2024/11/911C16EX-4.jpg, https://sahakhun.com/wp-content/uploads/2024/11/911C16EX-5.jpg",,,,,,,,,0,,"a:1:{s:32:""70dda5dfb8053dc6d1c492574bce9bfd"";a:3:{s:12:""display_type"";s:7:""default"";s:13:""display_label"";s:7:""default"";s:12:""display_size"";s:7:""default"";}}","a:1:{s:32:""70dda5dfb8053dc6d1c492574bce9bfd"";a:5:{s:32:""888546061270d8bb8db93c95d5601a2e"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""a0ab41f45e09f654b4393b51d1e70832"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""fc18b653491657bc5b61dac76e1d02f3"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""5346afe77c2c1ce6bd34da0f3e8e4735"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}s:32:""e45bfefbe156a7ebd8e72fa98c56032b"";a:4:{s:4:""type"";s:5:""color"";s:5:""color"";s:7:""#ffffff"";s:5:""image"";s:75:""https://sahakhun.com/wp-content/uploads/woocommerce-placeholder-300x300.png"";s:8:""image_id"";s:0:"""";}}}",,Color,"ส้ม, ดำ, เหลือง, เขียว, น้ำเงิน",1,0
3559,simple,911C13,,"ปลั๊กแคนนอน ท้ายยางดำ MITSUMI (รุ่นสวิสคราฟท์)",1,0,visible,,"รายละเอียดสินค้า
\n
\n• สินค้าดีมีคุณภาพ
\n
\n• ใช้งานได้ง่าย
\n
\n• ทนทานต่อความร้อนได้ดี
\n
\n• ใช้ให้เหมาะสมกับงาน
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,0.1,10,10,1,0,,,25,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > CANNON / XLR, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,https://sahakhun.com/wp-content/uploads/2024/11/911C13.jpg,,,,,,,,,0,,,,,,,,
3561,simple,912C07BK,,"แจ๊คแคนนอน ท้ายยาง คาดสีดำ MITSUMI",1,0,visible,,"รายละเอียดสินค้า
\n
\n• สินค้าดีมีคุณภาพ ไม่มีไม่ติดๆดับๆ
\n
\n• ใช้งานได้ง่าย
\n
\n• ทนทานต่อความร้อนได้ดี
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,2000,,0,0,0.1,10,10,1,0,,,32,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > CANNON / XLR, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,https://sahakhun.com/wp-content/uploads/2024/11/912C07.jpg,,,,,,,,,0,,,,,,,,
3564,simple,912C07EX,,"แจ๊คแคนนอน ท้ายยางดำ (อย่างดี) MITSUMI EXTRA",1,0,visible,,"รายละเอียดสินค้า
\n
\n• สินค้าดีมีคุณภาพ ไม่มีไม่ติดๆดับๆ
\n
\n• ใช้งานได้ง่าย
\n
\n• ทนทานต่อความร้อนได้ดี
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,0.1,10,10,1,0,,,44,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > CANNON / XLR, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,https://sahakhun.com/wp-content/uploads/2024/11/912C07EX.jpg,,,,,,,,,0,,,,,,,,
3566,simple,912C10EX,,"แจ๊คแคนนอน ท้ายพลาสติกเทา (อย่างดี) MITSUMI EXTRA C10-EX",1,0,visible,,"รายละเอียดสินค้า
\n
\n• สินค้าดีมีคุณภาพ ไม่มีไม่ติดๆดับๆ
\n
\n• ใช้งานได้ง่าย
\n
\n• ทนทานต่อความร้อนได้ดี
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,0.1,10,10,1,0,,,60,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > CANNON / XLR, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,https://sahakhun.com/wp-content/uploads/2024/11/912C10EX.jpg,,,,,,,,,0,,,,,,,,
3568,variable,912C15EX,,"แจ๊คแคนนอน แกนทอง (อย่างดี) MITSUMI EXTRA C15-EX",1,0,visible,,"รายละเอียดสินค้า
\n
\n• สินค้าดีมีคุณภาพ ไม่มีไม่ติดๆดับๆ
\n
\n• ใช้งานได้ง่าย
\n
\n• ทนทานต่อความร้อนได้ดี
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,,,,,0,,,,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > CANNON / XLR, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,"https://sahakhun.com/wp-content/uploads/2024/11/912C15EX-mix.jpg, https://sahakhun.com/wp-content/uploads/2024/11/912C15EX-1.jpg, https://sahakhun.com/wp-content/uploads/2024/11/912C15EX-2.jpg, https://sahakhun.com/wp-content/uploads/2024/11/912C15EX-3.jpg, https://sahakhun.com/wp-content/uploads/2024/11/912C15EX-4.jpg, https://sahakhun.com/wp-content/uploads/2024/11/912C15EX-5.jpg",,,,,,,,,0,,,,,Color,"ดำ, น้ำเงิน, เขียว, ส้ม, เหลือง",1,0
3575,variable,912C16EX,,"แจ๊คแคนนอน แกนทอง (อย่างดี) MITSUMI EXTRA C16-EX",1,0,visible,,"รายละเอียดสินค้า
\n
\n• สินค้าดีมีคุณภาพ ไม่มีไม่ติดๆดับๆ
\n
\n• ใช้งานได้ง่าย
\n
\n• ทนทานต่อความร้อนได้ดี
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ",,,taxable,,1,,,0,0,0.1,10,10,1,0,,,,"คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม > CANNON / XLR, คอนเนคเตอร์ สายเคเบิล และอุปกรณ์เสริม",,,"https://sahakhun.com/wp-content/uploads/2024/11/912C16EX-mix.jpg, https://sahakhun.com/wp-content/uploads/2024/11/912C16EX-1.jpg, https://sahakhun.com/wp-content/uploads/2024/11/912C16EX-2.jpg, https://sahakhun.com/wp-content/uploads/2024/11/912C16EX-3.jpg, https://sahakhun.com/wp-content/uploads/2024/11/912C16EX-4.jpg, https://sahakhun.com/wp-content/uploads/2024/11/912C16EX-5.jpg",,,,,,,,,0,,,,,Color,"ดำ, น้ำเงิน, เขียว, ส้ม, เหลือง",1,0
3582,simple,912C09,,"แจ๊คแคนนอน ติดแท่นกลม",1,0,visible,,"<p data-pm-slice=""0 0 []"">รายละเอียดสินค้า</p>
\n• สินค้าดีมีคุณภาพ ไม่มีไม่ติดๆดับๆ
\n
\n• ใช้งานได้ง่าย
\n
\n• ทนทานต่อความร้อนได้ดี
\n
\n• เนื่องจากสินค้ารายการนี้ทางร้านจำหน่ายเป็นปริมาณมากจึงไม่สามารถทำการเทสสินค้าได้ทุกชิ้น กรณีลูกค้าซื้อไปแล้วพบปัญหากรุณาติดต่อสอบถามมาทางร้านค้า เพื่อหาวิธีแก้ไขครับ ทางร้านยินดีตอบคำถามและให้ความช่วยเหลือ
\n
